,r1,r2,r3,trX,trY,trZ,scale
0,0.0035829953818668258,-0.0006997894266257627,-0.0021834645638055044,-0.44047999074197974,18.63277614664584,16.068653489480344,0.9915030492793654
1,0.010078667729519368,0.0018738956578436736,0.0008033943201049996,-1.065688680351644,19.600005188799862,14.189948309158789,0.9875338145811927
2,0.013654734881387782,0.0016634474973887322,0.0005927978190101223,-0.2791318385466426,18.273880365795502,14.236879878219558,0.9855032155889243
3,0.01976222632243138,0.0018471053216357989,0.0030604467159377332,-1.2502119801476614,18.395083141555872,14.693063589601255,0.9825007766127831
4,0.021344045692445374,0.0010064154872700905,0.0032135736767357845,-0.5558153930634959,18.23261735759904,14.442600560643905,0.9818671836886089
5,0.023241045156402556,0.0014548539647996584,0.002622538185173956,0.1991102439407041,18.195362234820635,14.445648576263135,0.9823771393483681
6,0.02778069683359415,0.001600603824645002,0.005275075655537695,-0.14817356576187068,18.58807264692209,14.374859880942452,0.9833049381860286
7,0.029159173533750606,0.0009233886861353136,0.005830517553389176,-0.05749879481944936,18.26505617380094,14.531642751379973,0.9880449360533573
8,0.030901007135970396,0.0012417760469986248,0.006297039203230562,-0.29892818086602946,18.356782219895393,14.509265751578873,0.9878040384133149
9,0.0334388076072639,0.0009575208775440833,0.006493385953213293,-0.36747984589165267,18.22807921352999,14.294962891133169,0.9873026744540246
10,0.03382979037831178,0.0010498771876395372,0.0064140370275751375,-0.21186637064696975,18.29378527961891,14.361308819484991,0.9880506777452768
11,0.03504748010367731,0.0011188819168434527,0.007156968804657232,-0.29527056680084546,18.251867326555548,14.447424278688114,0.9891252071837506
12,0.03742134281393509,0.0008711758385084958,0.007300237816234955,-0.22647896960198266,18.196723716276857,14.457996409926611,0.9894834610813564
13,0.037983520725647195,0.0009018642742151687,0.0073728137016858195,-0.24340118889807877,18.20135602529593,14.517710291449342,0.9895926979594571
14,0.03918568259342784,0.0010736514530932583,0.0075006355907156225,-0.2956841688321027,18.186996352525174,14.548192631108575,0.9894750342469997
15,0.03972418412091397,0.001158482594363818,0.007549901327938352,-0.2775542298511694,18.184755019753517,14.508648288248539,0.989361866500936
16,0.04013220564250026,0.0012313233579128665,0.007590866984065842,-0.2903892831528557,18.19424862526311,14.534625067031742,0.9893965287240113
17,0.040871304521585314,0.0013470706828107586,0.007646591893226312,-0.2823479471972454,18.197386253645025,14.515154444164915,0.9893137400663894
18,0.04118889496685114,0.0014099026205053361,0.007691047401797715,-0.289116205889239,18.203301509415343,14.527077149091053,0.9893283768457773
19,0.041927066231145026,0.0015277296112532605,0.007798568939923862,-0.2910189935210848,18.21803951934663,14.527587684244464,0.9892736873604722
20,0.0426234495975763,0.0016193809471682825,0.007909127124680707,-0.29168139588725933,18.23287258845229,14.526651718970307,0.9891402488197271
21,0.04323210436623908,0.0016890657056476965,0.008012761022352422,-0.2934959201411157,18.247293046775244,14.529901788564013,0.9889779866833911
22,0.0439184815336489,0.0017543591784985537,0.008149538221629397,-0.2945394661053128,18.261511897854916,14.534155558880094,0.9887803458730304
23,0.044852099805432505,0.0018596738460440508,0.00839759002945809,-0.3015869615408074,18.272165345468505,14.541663814433528,0.988541982284723
24,0.045304967972272805,0.0019434195966464164,0.008545208570397035,-0.2916316142181299,18.275227961521416,14.541809254680016,0.9884508859201204
25,0.045540935678279736,0.0019910809012937077,0.008608687145379277,-0.2978993770206024,18.276122878808838,14.545455946142337,0.9884251614604809
26,0.045934863469808684,0.002078163877919492,0.008707783792225294,-0.2931183919387781,18.277600481736098,14.546193813641157,0.9883712994572985
27,0.04621679664849565,0.0021413452171688543,0.008759499490947524,-0.2950738835424593,18.27890290929161,14.548841667678966,0.9883471351895121
28,0.04642106840123938,0.0021901156132910797,0.00878683322412416,-0.29262603680889526,18.279254051488596,14.548962232948433,0.9883296741398115
29,0.04675358359344721,0.002269604856787885,0.008819461708900442,-0.29197283712694466,18.28061697429048,14.550847013198496,0.988308512421587
30,0.0470550444179344,0.0023462800338144444,0.00883029929625306,-0.2899413051195538,18.281203464614336,14.55205127017355,0.9882933479648981
31,0.04733103307238664,0.0024197944250778213,0.00882551594955899,-0.28955483778354696,18.282138318148068,14.554278236260537,0.9882822425863375
32,0.0476157264664846,0.002500468720112642,0.008807238542274509,-0.2879412771681637,18.282642190821964,14.55603890292045,0.9882691477731471
33,0.04790173972096373,0.002583909027864277,0.008776725658602066,-0.2876334891685333,18.28312852085221,14.55840932929075,0.9882553514352873
34,0.0482719082969419,0.0026957094568564426,0.008722561786972295,-0.28636678559181855,18.283055788789813,14.560431317498368,0.9882318813781019
