,r1,r2,r3,trX,trY,trZ,scale
0,-0.00082032668244235,-0.0014699316344520116,-0.0024094392841228903,19.31693005070234,21.320240740007964,32.091295770869515,1.0151511282322387
1,-0.000811850270080273,-0.004279377709607869,-0.0024496587919711154,17.624238434413698,23.0582512475346,30.731150161251296,1.0329010530844491
2,-0.014181698062714363,-0.009438515317474142,0.019247496532448803,18.358147188608747,22.254597041981228,32.34428035280792,1.0699892740982802
3,-0.013865769997104302,-0.009585063898457168,0.009172602387019741,17.24615134631721,21.88933040203775,31.64636129183152,1.0740270437950146
4,-0.011899868399127947,-0.010417561721148029,0.014681861529111835,17.052277629871725,20.58013223671744,31.970338622093244,1.1019656448386805
5,-0.016010294505355873,-0.013636724784968548,0.02288835656265069,15.969031951023917,20.89767747972067,32.73375219416859,1.107731095761424
6,-0.013274149745578799,-0.017553554982709996,0.02955309968670165,14.618401576253483,20.716227950427395,32.72830402255235,1.1143047548741511
7,-0.012495199425373648,-0.016702072679267804,0.024225123895916363,13.411463046157913,20.155608817600864,33.02170401153589,1.1307792265604577
8,-0.005441614307204348,-0.021185610065465002,0.007119593487095448,12.321691626140254,19.44922095439546,32.61059864783625,1.151397020551291
9,-0.006523981947598265,-0.025995629530821976,0.017090539714723872,12.19572700711979,20.391709649804724,32.53676432175803,1.1591960268672121
10,-0.008187263861155538,-0.024803800884262883,0.02145825993869138,11.27908495505559,20.571414259757837,32.73034792496315,1.1672844325065477
11,-0.007616101456033707,-0.024336587281841113,0.015221288073815537,10.494039253836611,20.08700954192543,32.97331397718927,1.172231507230653
12,-0.011141369145093777,-0.02237152622958417,0.011771546603496993,9.632309410716024,20.2369721608486,33.353582611856844,1.1916064494865188
13,-0.009073897012877322,-0.018041481669250493,0.010473946180132311,8.840043033856565,20.294362004838106,33.881789393781304,1.20047236900588
14,-0.007582018907030403,-0.01684886586488077,0.010076305737403445,9.450525552034545,20.304354046403816,33.61130492789972,1.2039845496685426
15,-0.007246918455893733,-0.014931870998623345,0.009188115637259499,9.648774378532577,19.670711312237277,33.53996417476748,1.212023944669961
16,-0.007191346605333261,-0.014283002856379212,0.010155753101608687,9.82858127681142,20.065304188832897,33.36535452794777,1.213149934839371
17,-0.006200153923485658,-0.01390811186898682,0.009747502966813844,10.127954936689264,19.940046276238228,33.40725684261821,1.2152136910665359
18,-0.005396343940294536,-0.013836948619998728,0.010461919552176917,10.287302842312197,20.163831998255116,33.229500630371206,1.217587298072934
19,-0.006228862480453179,-0.014158857271632625,0.00941549258817112,10.485388157079486,20.368438678319766,33.06836124617067,1.2196372235667798
20,-0.00601279816475289,-0.013634317242124975,0.010552332133337792,10.282889599808406,20.475027366122532,33.0781393813997,1.2196738179392008
21,-0.0057514591646152784,-0.013571393014349313,0.010297817444994643,10.341474139008628,20.32751227204647,33.055421037014305,1.2201541000246245
22,-0.0055505673829778675,-0.01404688312967021,0.01123128725731338,10.219483735226323,20.258039801366447,33.132849139557344,1.2215708646692294
23,-0.005626062307315036,-0.013978959463065745,0.011370626465956674,10.312223671629956,20.291145194592435,33.07898883458984,1.2218255842499053
24,-0.005605447336964982,-0.013836042604448184,0.010869505389977803,10.365367163953595,20.309229556942377,32.98180158544833,1.2220593724575513
25,-0.005577776390212525,-0.014025067355841334,0.01094650335693429,10.31254717893025,20.25486678438756,32.96115294241499,1.2231146957723076
